,objectid,province_territory,project_name,total_project_capacity_mw,turbine_identifier,turbine_number_in_project,turbine_rated_capacity_k_w,rotor_diameter_m,hub_height_m,manufacturer,model,commissioning_date,latitude,longitude,notes
1560,1561,Nova Scotia,Nuttby,50.6,NUT5,5/22,2300.0,82.0,78.0,Enercon,E-82/2300,2010,45.568895273373,-63.2106599726016,
1561,1562,Nova Scotia,Nuttby,50.6,NUT6,6/22,2300.0,82.0,78.0,Enercon,E-82/2300,2010,45.5690321135439,-63.2175194235587,
1562,1563,Nova Scotia,Nuttby,50.6,NUT7,7/22,2300.0,82.0,78.0,Enercon,E-82/2300,2010,45.5636255685538,-63.2152908589756,
1563,1564,Nova Scotia,Nuttby,50.6,NUT8,8/22,2300.0,82.0,78.0,Enercon,E-82/2300,2010,45.5648519742609,-63.2248126519959,
1564,1565,Nova Scotia,Nuttby,50.6,NUT9,9/22,2300.0,82.0,78.0,Enercon,E-82/2300,2010,45.5634848232056,-63.2331840724898,
1565,1566,Nova Scotia,Nuttby,50.6,NUT10,10/22,2300.0,82.0,78.0,Enercon,E-82/2300,2010,45.5561326770592,-63.240901898634,
1566,1567,Nova Scotia,Nuttby,50.6,NUT11,11/22,2300.0,82.0,78.0,Enercon,E-82/2300,2010,45.5628978393846,-63.2452819307395,
1567,1568,Nova Scotia,Nuttby,50.6,NUT12,12/22,2300.0,82.0,78.0,Enercon,E-82/2300,2010,45.566344640208,-63.2406207179693,
1568,1569,Nova Scotia,Nuttby,50.6,NUT13,13/22,2300.0,82.0,78.0,Enercon,E-82/2300,2010,45.5675724357695,-63.2468735461913,
1569,1570,Nova Scotia,Nuttby,50.6,NUT14,14/22,2300.0,82.0,78.0,Enercon,E-82/2300,2010,45.5696907570849,-63.2426485868914,
1570,1571,Nova Scotia,Nuttby,50.6,NUT15,15/22,2300.0,82.0,78.0,Enercon,E-82/2300,2010,45.5556130825164,-63.2321519129199,
1571,1572,Nova Scotia,Nuttby,50.6,NUT16,16/22,2300.0,82.0,78.0,Enercon,E-82/2300,2010,45.5585001787124,-63.2324336059186,
1572,1573,Nova Scotia,Nuttby,50.6,NUT17,17/22,2300.0,82.0,78.0,Enercon,E-82/2300,2010,45.5605987099521,-63.2255051706028,
1573,1574,Nova Scotia,Nuttby,50.6,NUT18,18/22,2300.0,82.0,78.0,Enercon,E-82/2300,2010,45.5599214112824,-63.2198938452466,
1574,1575,Nova Scotia,Nuttby,50.6,NUT19,19/22,2300.0,82.0,78.0,Enercon,E-82/2300,2010,45.5581097788164,-63.2245870002602,
1575,1576,Nova Scotia,Nuttby,50.6,NUT20,20/22,2300.0,82.0,78.0,Enercon,E-82/2300,2010,45.5516909887614,-63.2281528062654,
1576,1577,Nova Scotia,Nuttby,50.6,NUT21,21/22,2300.0,82.0,78.0,Enercon,E-82/2300,2010,45.5549504086871,-63.2194583000704,
1577,1578,Nova Scotia,Nuttby,50.6,NUT22,22/22,2300.0,82.0,78.0,Enercon,E-82/2300,2010,45.5508224262036,-63.2189085246696,
1578,1579,Nova Scotia,Point Tupper,22.8,POT2,2/12,2000.0,82.0,78.0,Enercon,E-82/2300,2010,45.5720385497042,-61.3207321962084,
1579,1580,Nova Scotia,Point Tupper,22.8,POT3,3/12,2000.0,82.0,78.0,Enercon,E-82/2300,2010,45.573488563402,-61.3162727973469,
1580,1581,Nova Scotia,Point Tupper,22.8,POT4,4/12,2000.0,82.0,78.0,Enercon,E-82/2300,2010,45.5704277441376,-61.3166945432397,
1581,1582,Nova Scotia,Point Tupper,22.8,POT5,5/12,2000.0,82.0,78.0,Enercon,E-82/2300,2010,45.5715333127997,-61.3114190326311,
1582,1583,Nova Scotia,Point Tupper,22.8,POT6,6/12,2000.0,82.0,78.0,Enercon,E-82/2300,2010,45.5722664548744,-61.3067866061259,
1583,1584,Nova Scotia,Point Tupper,22.8,POT7,7/12,2000.0,82.0,78.0,Enercon,E-82/2300,2010,45.5659105859351,-61.3171281301931,
1584,1585,Nova Scotia,Point Tupper,22.8,POT8,8/12,2000.0,82.0,78.0,Enercon,E-82/2300,2010,45.5682698077167,-61.312820971217,
1585,1586,Nova Scotia,Point Tupper,22.8,POT9,9/12,2000.0,82.0,78.0,Enercon,E-82/2300,2010,45.5686243144459,-61.3078483829641,
1586,1587,Nova Scotia,Point Tupper,22.8,POT10,10/12,2000.0,82.0,78.0,Enercon,E-82/2300,2010,45.5666089651063,-61.3036806792629,
1587,1588,Nova Scotia,Point Tupper,22.8,POT11,11/12,2000.0,82.0,78.0,Enercon,E-82/2300,2010,45.5641267731026,-61.3006512961758,
1588,1589,Nova Scotia,Point Tupper,22.8,POT12,12/12,2000.0,82.0,78.0,Enercon,E-82/2300,2010,45.5639000952968,-61.2958498738254,
1589,1590,Nova Scotia,Glen Dhu,62.1,DHU1,1/27,2300.0,82.0,78.0,Enercon,E-82/2300,2011,45.6882382711216,-62.2022175290135,
1590,1591,Nova Scotia,Glen Dhu,62.1,DHU2,2/27,2300.0,82.0,78.0,Enercon,E-82/2300,2011,45.6868810046565,-62.206478238361,
1591,1592,Nova Scotia,Glen Dhu,62.1,DHU3,3/27,2300.0,82.0,78.0,Enercon,E-82/2300,2011,45.6850963726722,-62.2120947549943,
1592,1593,Nova Scotia,Glen Dhu,62.1,DHU4,4/27,2300.0,82.0,78.0,Enercon,E-82/2300,2011,45.6833341099299,-62.2068981830359,
1593,1594,Nova Scotia,Glen Dhu,62.1,DHU5,5/27,2300.0,82.0,78.0,Enercon,E-82/2300,2011,45.6832918921715,-62.1998269850213,
1594,1595,Nova Scotia,Glen Dhu,62.1,DHU6,6/27,2300.0,82.0,78.0,Enercon,E-82/2300,2011,45.6800553377796,-62.216521781537,
1595,1596,Nova Scotia,Glen Dhu,62.1,DHU7,7/27,2300.0,82.0,78.0,Enercon,E-82/2300,2011,45.6780743750282,-62.2094581385449,
1596,1597,Nova Scotia,Glen Dhu,62.1,DHU8,8/27,2300.0,82.0,78.0,Enercon,E-82/2300,2011,45.6746397067486,-62.2095311311342,
1597,1598,Nova Scotia,Glen Dhu,62.1,DHU9,9/27,2300.0,82.0,78.0,Enercon,E-82/2300,2011,45.6765719901131,-62.2058275934044,
1598,1599,Nova Scotia,Glen Dhu,62.1,DHU10,10/27,2300.0,82.0,78.0,Enercon,E-82/2300,2011,45.6762310545438,-62.1989548348887,
1599,1600,Nova Scotia,Glen Dhu,62.1,DHU11,11/27,2300.0,82.0,78.0,Enercon,E-82/2300,2011,45.6728334487327,-62.1963197560149,
1600,1601,Nova Scotia,Glen Dhu,62.1,DHU12,12/27,2300.0,82.0,78.0,Enercon,E-82/2300,2011,45.6699646264626,-62.197086462518,
1601,1602,Nova Scotia,Glen Dhu,62.1,DHU13,13/27,2300.0,82.0,78.0,Enercon,E-82/2300,2011,45.6692499611848,-62.2031203997557,
1602,1603,Nova Scotia,Glen Dhu,62.1,DHU14,14/27,2300.0,82.0,78.0,Enercon,E-82/2300,2011,45.6700301175327,-62.2143039336244,
1603,1604,Nova Scotia,Glen Dhu,62.1,DHU15,15/27,2300.0,82.0,78.0,Enercon,E-82/2300,2011,45.6755172982286,-62.2219720679958,
1604,1605,Nova Scotia,Glen Dhu,62.1,DHU16,16/27,2300.0,82.0,78.0,Enercon,E-82/2300,2011,45.6707323533455,-62.2230979308323,
1605,1606,Nova Scotia,Glen Dhu,62.1,DHU17,17/27,2300.0,82.0,78.0,Enercon,E-82/2300,2011,45.6672922705909,-62.2318397510978,
1606,1607,Nova Scotia,Glen Dhu,62.1,DHU18,18/27,2300.0,82.0,78.0,Enercon,E-82/2300,2011,45.6636549250378,-62.2306173933955,
1607,1608,Nova Scotia,Glen Dhu,62.1,DHU19,19/27,2300.0,82.0,78.0,Enercon,E-82/2300,2011,45.664642867467,-62.2351238760816,
1608,1609,Nova Scotia,Glen Dhu,62.1,DHU20,20/27,2300.0,82.0,78.0,Enercon,E-82/2300,2011,45.661952433592,-62.2393149886902,
1609,1610,Nova Scotia,Glen Dhu,62.1,DHU21,21/27,2300.0,82.0,78.0,Enercon,E-82/2300,2011,45.6564516434862,-62.2446189932626,
1610,1611,Nova Scotia,Glen Dhu,62.1,DHU22,22/27,2300.0,82.0,78.0,Enercon,E-82/2300,2011,45.6520461251018,-62.2427833116538,
1611,1612,Nova Scotia,Glen Dhu,62.1,DHU23,23/27,2300.0,82.0,78.0,Enercon,E-82/2300,2011,45.6541145360001,-62.2387214124195,
1612,1613,Nova Scotia,Glen Dhu,62.1,DHU24,24/27,2300.0,82.0,78.0,Enercon,E-82/2300,2011,45.6513689979418,-62.2358212530499,
1613,1614,Nova Scotia,Glen Dhu,62.1,DHU25,25/27,2300.0,82.0,78.0,Enercon,E-82/2300,2011,45.6552131743345,-62.232120470973,
1614,1615,Nova Scotia,Glen Dhu,62.1,DHU26,26/27,2300.0,82.0,78.0,Enercon,E-82/2300,2011,45.6552134785149,-62.2273586656681,
1615,1616,Nova Scotia,Glen Dhu,62.1,DHU27,27/27,2300.0,82.0,78.0,Enercon,E-82/2300,2011,45.6475895382478,-62.224791714331,
1616,1617,Nova Scotia,Spiddle Hill,1.6,SPI1,1/2,800.0,52.9,60.0,Enercon,E-53,2011,45.613983,-63.197728,Turbine height assumed
1617,1618,Nova Scotia,Watts Wind,1.5,WAW1,1/1,1500.0,77.0,85.0,Vensys,V77,2011,44.899062,-62.466061,
1618,1619,Nova Scotia,Amherst I Wind Farm,31.5,AMW1,1/15,2100.0,97.0,90.0,Suzlon,S97/2100,2012,45.8428680096785,-64.2552122782047,
1619,1620,Nova Scotia,Amherst I Wind Farm,31.5,AMW2,2/15,2100.0,97.0,90.0,Suzlon,S97/2100,2012,45.8386700399886,-64.2615162740625,
1620,1621,Nova Scotia,Amherst I Wind Farm,31.5,AMW3,3/15,2100.0,97.0,90.0,Suzlon,S97/2100,2012,45.8393877211469,-64.2581232907875,
1621,1622,Nova Scotia,Amherst I Wind Farm,31.5,AMW4,4/15,2100.0,97.0,90.0,Suzlon,S97/2100,2012,45.837350898055,-64.2554996689254,
1622,1623,Nova Scotia,Amherst I Wind Farm,31.5,AMW5,5/15,2100.0,97.0,90.0,Suzlon,S97/2100,2012,45.8374890061107,-64.2507136346957,
1623,1624,Nova Scotia,Amherst I Wind Farm,31.5,AMW6,6/15,2100.0,97.0,90.0,Suzlon,S97/2100,2012,45.8334918616488,-64.2508137417587,
1624,1625,Nova Scotia,Amherst I Wind Farm,31.5,AMW7,7/15,2100.0,97.0,90.0,Suzlon,S97/2100,2012,45.8357419702399,-64.2461977321163,
1625,1626,Nova Scotia,Amherst I Wind Farm,31.5,AMW8,8/15,2100.0,97.0,90.0,Suzlon,S97/2100,2012,45.8288792651957,-64.2531593279576,
1626,1627,Nova Scotia,Amherst I Wind Farm,31.5,AMW9,9/15,2100.0,97.0,90.0,Suzlon,S97/2100,2012,45.8296815367509,-64.2491126663006,
1627,1628,Nova Scotia,Amherst I Wind Farm,31.5,AMW10,10/15,2100.0,97.0,90.0,Suzlon,S97/2100,2012,45.8323194589872,-64.2422473858654,
1628,1629,Nova Scotia,Amherst I Wind Farm,31.5,AMW11,11/15,2100.0,97.0,90.0,Suzlon,S97/2100,2012,45.8256386000011,-64.2511325887361,
1629,1630,Nova Scotia,Amherst I Wind Farm,31.5,AMW12,12/15,2100.0,97.0,90.0,Suzlon,S97/2100,2012,45.8280782989988,-64.2460464766469,
1630,1631,Nova Scotia,Amherst I Wind Farm,31.5,AMW13,13/15,2100.0,97.0,90.0,Suzlon,S97/2100,2012,45.8286671645212,-64.2411613724856,
1631,1632,Nova Scotia,Amherst I Wind Farm,31.5,AMW14,14/15,2100.0,97.0,90.0,Suzlon,S97/2100,2012,45.8243217002191,-64.2486145842131,
1632,1633,Nova Scotia,Amherst I Wind Farm,31.5,AMW15,15/15,2100.0,97.0,90.0,Suzlon,S97/2100,2012,45.8244582391858,-64.2437660474093,
1633,1634,Nova Scotia,Fairmont,4.6,FAI1,1/2,2300.0,82.0,78.0,Enercon,E-82/2300,2012,45.6821764491359,-61.9912743650047,
1634,1635,Nova Scotia,Fairmont,4.6,FAI2,2/2,2300.0,82.0,78.0,Enercon,E-82/2300,2012,45.6798574271817,-61.9881347230386,
1635,1636,Nova Scotia,Lingan,18.4,LIN8,8/8,2300.0,82.0,98.0,Enercon,E-82/2300,2012,46.2433806253894,-60.0429673259202,
1636,1637,Nova Scotia,Creignishrear,2.0,CRE1,1/1,2000.0,82.0,78.0,Enercon,E-82,2013,45.727666,-61.42591,Turbine height assumed based off turbine model
1637,1638,Nova Scotia,Irish Mountain,2.0,IRM1,1/1,2000.0,82.0,80.0,Enercon,E-82,2013,45.493145,-62.624248,Turbine height estimated
1638,1639,Nova Scotia,Parker Mountain,1.99,PKM1,1/1,1990.0,100.0,95.0,Vestas,V100,2013,44.790469,-65.493461,
1639,1640,Nova Scotia,Saint Rose,1.99,STR1,1/1,1990.0,100.0,95.0,Vestas,V100,2013,46.332041,-61.180835,
1640,1641,Nova Scotia,South Cape Mabou,2.0,SCM1,1/1,2000.0,82.0,78.0,Enercon,E-82,2013,46.150546,-61.381005,
1641,1642,Nova Scotia,Spiddle Hill,1.6,SPI2,2/2,800.0,52.9,60.0,Enercon,E-53,2013,45.611951,-63.196884,Turbine height assumed
1642,1643,Nova Scotia,Chebucto Pockwock,10.0,CHE1,1/5,2000.0,100.0,95.0,Vestas,V100/2000,2014,44.7777763367086,-63.8425236307688,
1643,1644,Nova Scotia,Chebucto Pockwock,10.0,CHE2,2/5,2000.0,100.0,95.0,Vestas,V100/2000,2014,44.774414485283,-63.8407275365586,
1644,1645,Nova Scotia,Chebucto Pockwock,10.0,CHE3,3/5,2000.0,100.0,95.0,Vestas,V100/2000,2014,44.7701351310797,-63.8381200553068,
1645,1646,Nova Scotia,Chebucto Pockwock,10.0,CHE4,4/5,2000.0,100.0,95.0,Vestas,V100/2000,2014,44.7672071886735,-63.8352027643699,
1646,1647,Nova Scotia,Chebucto Pockwock,10.0,CHE5,5/5,2000.0,100.0,95.0,Vestas,V100/2000,2014,44.7636842917965,-63.8274017489012,
1647,1648,Nova Scotia,Gaetz Brook,2.3,GAE1,1/1,2300.0,92.0,98.0,Enercon,E-92,2014,44.757914,-63.204633,
1648,1649,Nova Scotia,Kaizer Meadow,2.0,KAI1,1/1,2000.0,82.0,80.0,Enercon,E-82,2014,44.727646,-64.254331,
1649,1650,Nova Scotia,Little River Harbour,1.99,LRH1,1/1,1990.0,100.0,95.0,Vestas,V100,2014,43.753185,-66.03048,
1650,1651,Nova Scotia,Millbrook,6.0,MIB1,1/6,2000.0,100.0,95.0,Vestas,V100/2000,2014,45.3301261540075,-63.3462171088514,Assumed turbine height based on similar projects/turbines
1651,1652,Nova Scotia,Millbrook,6.0,MIB2,2/6,2000.0,100.0,95.0,Vestas,V100/2000,2014,45.3260644151763,-63.3440442937268,Assumed turbine height based on similar projects/turbines
1652,1653,Nova Scotia,Millbrook,6.0,MIB3,3/6,2000.0,100.0,95.0,Vestas,V100/2000,2014,45.3218140496471,-63.3423758436528,Assumed turbine height based on similar projects/turbines
1653,1654,Nova Scotia,Mulgrave,2.35,MUG1,1/1,2350.0,92.0,98.0,Enercon,E-92,2014,45.620215,-61.434952,
1654,1655,Nova Scotia,Truro Heights,4.0,TRU1,1/2,2000.0,100.0,95.0,Vestas,V100/2000,2014,45.3178184801005,-63.3409909402736,Turbine height assumed from turbine model
1655,1656,Nova Scotia,Truro Heights,4.0,TRU2,2/2,2000.0,100.0,95.0,Vestas,V100/2000,2014,45.3140598213638,-63.3402260931802,Turbine height assumed from turbine model
1656,1657,Nova Scotia,Whynotts,4.0,WHY1,1/2,2000.0,100.0,95.0,Vestas,V100/2000,2014,44.407607,-64.466618,
1657,1658,Nova Scotia,Whynotts,4.0,WHY2,2/2,2000.0,100.0,95.0,Vestas,V100/2000,2014,44.402097,-64.471814,
1658,1659,Nova Scotia,Auld's Mountain,4.6,AUL1,1/2,2300.0,92.0,98.0,Enercon,E-92/2300,2015,45.5944778234816,-62.374714507295,
1659,1660,Nova Scotia,Auld's Mountain,4.6,AUL2,2/2,2300.0,92.0,98.0,Enercon,E-92/2300,2015,45.5901971193305,-62.3710996429226,
1660,1661,Nova Scotia,Barrachois,4.6,BAR1,1/2,2300.0,92.0,98.0,Enercon,E-92/2300,2015,46.1583913137698,-60.4033945144069,
1661,1662,Nova Scotia,Barrachois,4.6,BAR2,2/2,2300.0,92.0,98.0,Enercon,E-92/2300,2015,46.1534219921968,-60.4027497672333,
1662,1663,Nova Scotia,Barrington,3.2,BAT1,1/2,1600.0,82.5,80.0,GE,GE 1.6-82.5,2015,43.522735,-65.666345,
1663,1664,Nova Scotia,Barrington,3.2,BAT2,2/2,1600.0,82.5,80.0,GE,GE 1.6-82.5,2015,43.519578,-65.661655,
1664,1665,Nova Scotia,Bateston,2.35,BAN1,1/1,2350.0,92.0,98.0,Enercon,E-92,2015,45.993053,-59.907585,
1665,1666,Nova Scotia,Black Pond,1.99,BPO1,1/1,1990.0,100.0,100.0,Vestas,V100,2015,43.750934,-66.020473,
1666,1667,Nova Scotia,Cheticamp,0.9,CHP1,1/1,900.0,44.0,55.0,Enercon,E-44,2015,46.58231,-60.974132,Turbine height assumed from turbine model
1667,1668,Nova Scotia,Ellershouse,23.15,ELL1,1/10,2300.0,92.0,98.0,Enercon,E-92,2015,44.9313705059673,-64.0277547491586,
1668,1669,Nova Scotia,Ellershouse,23.15,ELL2,2/10,2300.0,92.0,98.0,Enercon,E-92,2015,44.9290852556344,-64.0192568691394,
1669,1670,Nova Scotia,Ellershouse,23.15,ELL3,3/10,2300.0,92.0,98.0,Enercon,E-92,2015,44.9305472965608,-64.0153754190625,
1670,1671,Nova Scotia,Ellershouse,23.15,ELL4,4/10,2300.0,92.0,98.0,Enercon,E-92,2015,44.9318842070431,-64.0109051806195,
1671,1672,Nova Scotia,Fitzpatrick,1.4,FTZ1,1/1,1400.0,82.5,80.0,GE,GE 1.6-82.5,2015,45.623173,-62.908047,Turbine derated from 1600 kW. Turbine height approximated from manufacturer specfications
1672,1673,Nova Scotia,Greenfield,3.2,GFD1,1/2,1600.0,82.5,80.0,GE,GE 1.6-82.5,2015,45.348556,-63.139892,
1673,1674,Nova Scotia,Greenfield,3.2,GFD2,2/2,1600.0,82.5,80.0,GE,GE 1.6-82.5,2015,45.346236,-63.14003,
1674,1675,Nova Scotia,Hillside Boularderie,4.7,HBO1,1/2,2350.0,92.0,98.0,Enercon,E-92/2350,2015,46.2470476304963,-60.3516219880962,
1675,1676,Nova Scotia,Hillside Boularderie,4.7,HBO2,2/2,2350.0,92.0,98.0,Enercon,E-92/2350,2015,46.2444607160375,-60.3483952982082,
1676,1677,Nova Scotia,Isle Madame,1.99,ISL1,1/1,1990.0,100.0,100.0,Vestas,V100,2015,45.56767,-61.074655,
1677,1678,Nova Scotia,Kemptown,5.04,KEM1,1/3,1680.0,82.5,80.0,GE,GE 1.6-82.5,2015,45.4475781233225,-63.1197499848814,Turbine uprated from 1600 kW
1678,1679,Nova Scotia,Kemptown,5.04,KEM2,2/3,1680.0,82.5,80.0,GE,GE 1.6-82.5,2015,45.4490602335742,-63.1166208190411,Turbine uprated from 1600 kW
1679,1680,Nova Scotia,Kemptown,5.04,KEM3,3/3,1680.0,82.5,80.0,GE,GE 1.6-82.5,2015,45.4493003460432,-63.1116076280797,Turbine uprated from 1600 kW
1680,1681,Nova Scotia,Limerock,5.04,LIM1,1/3,1680.0,82.5,80.0,GE,GE 1.6-82.5,2015,45.5396414401508,-62.8161913046995,Turbine uprated from 1600 kW
1681,1682,Nova Scotia,Limerock,5.04,LIM2,2/3,1680.0,82.5,80.0,GE,GE 1.6-82.5,2015,45.5397735362528,-62.8244920597851,Turbine uprated from 1600 kW
1682,1683,Nova Scotia,Limerock,5.04,LIM3,3/3,1680.0,82.5,80.0,GE,GE 1.6-82.5,2015,45.5358736456541,-62.8216696797712,Turbine uprated from 1600 kW
1683,1684,Nova Scotia,Martock Ridge,6.0,MAT1,1/3,2000.0,100.0,95.0,Vestas,V100/2000,2015,44.9317602396442,-64.1128335916721,
1684,1685,Nova Scotia,Martock Ridge,6.0,MAT2,2/3,2000.0,100.0,95.0,Vestas,V100/2000,2015,44.9283965981136,-64.1172554074365,
1685,1686,Nova Scotia,Martock Ridge,6.0,MAT3,3/3,2000.0,100.0,95.0,Vestas,V100/2000,2015,44.9255828045957,-64.1200825441752,
1686,1687,Nova Scotia,New Glasgow (Maclellan's Brook),6.4,NGM1,1/4,1600.0,82.5,80.0,GE,GE 1.6-82.5,2015,45.5087869418894,-62.6144625830548,
1687,1688,Nova Scotia,New Glasgow (Maclellan's Brook),6.4,NGM2,2/4,1600.0,82.5,80.0,GE,GE 1.6-82.5,2015,45.5062507054884,-62.6090443553643,
1688,1689,Nova Scotia,New Glasgow (Maclellan's Brook),6.4,NGM3,3/4,1600.0,82.5,80.0,GE,GE 1.6-82.5,2015,45.5073063663919,-62.6023609363388,
1689,1690,Nova Scotia,New Glasgow (Maclellan's Brook),6.4,NGM4,4/4,1600.0,82.5,80.0,GE,GE 1.6-82.5,2015,45.5013639451634,-62.6051902403808,
1690,1691,Nova Scotia,Nine Mile River,4.0,NMR1,1/2,2000.0,100.0,100.0,Vestas,V100/2000,2015,45.02784,-63.65998,
1691,1692,Nova Scotia,Nine Mile River,4.0,NMR2,2/2,2000.0,100.0,100.0,Vestas,V100/2000,2015,45.021737,-63.655205,
1692,1693,Nova Scotia,North Beaver Bank Community Wind,7.96,NBB1,1/4,1990.0,100.0,100.0,Vestas,V100/2000,2015,44.9251065986648,-63.6780285161426,Turbine derated from 2000 kW
1693,1694,Nova Scotia,North Beaver Bank Community Wind,7.96,NBB2,2/4,1990.0,100.0,100.0,Vestas,V100/2000,2015,44.9192968898671,-63.6807579541826,Turbine derated from 2000 kW
1694,1695,Nova Scotia,North Beaver Bank Community Wind,7.96,NBB3,3/4,1990.0,100.0,100.0,Vestas,V100/2000,2015,44.9146989596572,-63.6818410474683,Turbine derated from 2000 kW
1695,1696,Nova Scotia,North Beaver Bank Community Wind,7.96,NBB4,4/4,1990.0,100.0,100.0,Vestas,V100/2000,2015,44.9109082704272,-63.6813973030723,Turbine derated from 2000 kW
1696,1697,Nova Scotia,Point Aconi,1.9,POA1,1/1,1900.0,82.0,78.0,Enercon,E-82,2015,46.309495,-60.311889,Assumed turbine model based on rated output. Assumed turbine height based on turbine model
1697,1698,Nova Scotia,Sable,13.8,SLE1,1/6,2300.0,82.0,78.0,Enercon,E-82/2300,2015,45.3172546685577,-61.0057658181166,
1698,1699,Nova Scotia,Sable,13.8,SLE2,2/6,2300.0,82.0,78.0,Enercon,E-82/2300,2015,45.3156082908862,-61.0001529792981,
1699,1700,Nova Scotia,Sable,13.8,SLE3,3/6,2300.0,82.0,78.0,Enercon,E-82/2300,2015,45.3142029367889,-60.9958065157453,
1700,1701,Nova Scotia,Sable,13.8,SLE4,4/6,2300.0,82.0,78.0,Enercon,E-82/2300,2015,45.3175149481463,-60.9961698071958,
1701,1702,Nova Scotia,Sable,13.8,SLE5,5/6,2300.0,82.0,78.0,Enercon,E-82/2300,2015,45.3188513726401,-60.9909145842278,
1702,1703,Nova Scotia,Sable,13.8,SLE6,6/6,2300.0,82.0,78.0,Enercon,E-82/2300,2015,45.3199290669499,-60.9948883915636,
1703,1704,Nova Scotia,South Canoe,102.0,SOC1,1/34,3000.0,116.0,92.0,Acciona,AW-3000/116,2015,44.744181,-64.3087509999999,
1704,1705,Nova Scotia,South Canoe,102.0,SOC2,2/34,3000.0,116.0,92.0,Acciona,AW-3000/116,2015,44.7499621359551,-64.3077230228193,
1705,1706,Nova Scotia,South Canoe,102.0,SOC3,3/34,3000.0,116.0,92.0,Acciona,AW-3000/116,2015,44.7550224408833,-64.3106628588947,
1706,1707,Nova Scotia,South Canoe,102.0,SOC4,4/34,3000.0,116.0,92.0,Acciona,AW-3000/116,2015,44.7592175043216,-64.3179601115914,
1707,1708,Nova Scotia,South Canoe,102.0,SOC5,5/34,3000.0,116.0,92.0,Acciona,AW-3000/116,2015,44.7632348063585,-64.3133802728122,
1708,1709,Nova Scotia,South Canoe,102.0,SOC6,6/34,3000.0,116.0,92.0,Acciona,AW-3000/116,2015,44.7703354530713,-64.3146676968528,
1709,1710,Nova Scotia,South Canoe,102.0,SOC7,7/34,3000.0,116.0,92.0,Acciona,AW-3000/116,2015,44.7923378763205,-64.3114780263131,
1710,1711,Nova Scotia,South Canoe,102.0,SOC8,8/34,3000.0,116.0,92.0,Acciona,AW-3000/116,2015,44.795865193301,-64.2997597988805,
1711,1712,Nova Scotia,South Canoe,102.0,SOC9,9/34,3000.0,116.0,92.0,Acciona,AW-3000/116,2015,44.7976633093045,-64.3074588677299,
1712,1713,Nova Scotia,South Canoe,102.0,SOC10,10/34,3000.0,116.0,92.0,Acciona,AW-3000/116,2015,44.8019211869657,-64.3059866439645,
1713,1714,Nova Scotia,South Canoe,102.0,SOC11,11/34,3000.0,116.0,92.0,Acciona,AW-3000/116,2015,44.7704084487429,-64.3269794961303,
1714,1715,Nova Scotia,South Canoe,102.0,SOC12,12/34,3000.0,116.0,92.0,Acciona,AW-3000/116,2015,44.744455,-64.3443489999999,
1715,1716,Nova Scotia,South Canoe,102.0,SOC13,13/34,3000.0,116.0,92.0,Acciona,AW-3000/116,2015,44.74825,-64.351408,
1716,1717,Nova Scotia,South Canoe,102.0,SOC14,14/34,3000.0,116.0,92.0,Acciona,AW-3000/116,2015,44.752913,-64.3395639999999,
1717,1718,Nova Scotia,South Canoe,102.0,SOC15,15/34,3000.0,116.0,92.0,Acciona,AW-3000/116,2015,44.764081,-64.3370959999999,
1718,1719,Nova Scotia,South Canoe,102.0,SOC16,16/34,3000.0,116.0,92.0,Acciona,AW-3000/116,2015,44.769657,-64.3355509999999,
1719,1720,Nova Scotia,South Canoe,102.0,SOC17,17/34,3000.0,116.0,92.0,Acciona,AW-3000/116,2015,44.773176,-64.339092,
1720,1721,Nova Scotia,South Canoe,102.0,SOC18,18/34,3000.0,116.0,92.0,Acciona,AW-3000/116,2015,44.778934,-64.3366029999999,
1721,1722,Nova Scotia,South Canoe,102.0,SOC19,19/34,3000.0,116.0,92.0,Acciona,AW-3000/116,2015,44.782482,-64.3448,
1722,1723,Nova Scotia,South Canoe,102.0,SOC20,20/34,3000.0,116.0,92.0,Acciona,AW-3000/116,2015,44.767478,-64.3417529999999,
1723,1724,Nova Scotia,South Canoe,102.0,SOC21,21/34,3000.0,116.0,92.0,Acciona,AW-3000/116,2015,44.766778,-64.3493699999999,
1724,1725,Nova Scotia,South Canoe,102.0,SOC22,22/34,3000.0,116.0,92.0,Acciona,AW-3000/116,2015,44.770662,-64.349434,
1725,1726,Nova Scotia,South Canoe,102.0,SOC23,23/34,3000.0,116.0,92.0,Acciona,AW-3000/116,2015,44.774714,-64.3529319999999,
1726,1727,Nova Scotia,South Canoe,102.0,SOC24,24/34,3000.0,116.0,92.0,Acciona,AW-3000/116,2015,44.779223,-64.3501419999999,
1727,1728,Nova Scotia,South Canoe,102.0,SOC25,25/34,3000.0,116.0,92.0,Acciona,AW-3000/116,2015,44.781599,-64.361279,
1728,1729,Nova Scotia,South Canoe,102.0,SOC26,26/34,3000.0,116.0,92.0,Acciona,AW-3000/116,2015,44.785209,-64.3550559999999,
1729,1730,Nova Scotia,South Canoe,102.0,SOC27,27/34,3000.0,116.0,92.0,Acciona,AW-3000/116,2015,44.788407,-64.3502499999999,
1730,1731,Nova Scotia,South Canoe,102.0,SOC28,28/34,3000.0,116.0,92.0,Acciona,AW-3000/116,2015,44.789945,-64.3603559999999,
